Word TrueLabel
. O

The O
study O
suggests O
that O
the O
tenement O
has O
potential O
for O
locating O
CID B-ORE_DEPOSIT
/ O
DID B-ORE_DEPOSIT
deposits O
and O
that O
there O
is O
a O
possibility O
for O
mineralization O
of O
other O
metals O
than O
iron B-MINERAL
. O

Conclusions O
: O
The O
tenement O
E08 O
/ O
2131 O
holds O
a O
potential O
for O
a O
CID B-ORE_DEPOSIT
/ O
DID B-ORE_DEPOSIT
deposit I-ORE_DEPOSIT
type O
iron B-ORE_DEPOSIT
deposit I-ORE_DEPOSIT
, O
however O
more O
work O
is O
needed O
to O
explore O
the O
prospectivity O
in O
the O
northern O
part O
of O
the O
area O
. O

Significant O
quartz B-MINERAL
veining O
was O
observed O
in O
the O
dolomite B-MINERAL
succession O
and O
holds O
a O
potential O
for O
mineralization O
of O
other O
metals O
such O
as O
gold B-MINERAL
, O
silver B-MINERAL
and O
lead B-MINERAL
. O

Further O
exploration O
in O
the O
area O
is O
strongly O
recommended O
with O
a O
focus O
of O
establishing O
the O
resource O
potential O
of O
CID B-ORE_DEPOSIT
/ O
DID B-ORE_DEPOSIT
deposits I-ORE_DEPOSIT
. O

There O
are O
scattered O
outcrops O
of O
Turee B-STRAT
Creek I-STRAT
Group I-STRAT
, O
mostly O
in O
the O
east O
and O
southeast O
of O
Wyloo B-LOCATION
. O

The O
Group O
is O
composed O
of O
fine O
grained O
greywacke B-ROCK
, O
sandstone B-ROCK
, O
and O
siltstone B-ROCK
, O
with O
local O
carbonate B-MINERAL
and O
quartzite B-ROCK
. O

It O
is O
unconformably O
overlain O
by O
the O
Wyloo B-STRAT
Group I-STRAT
. O

The O
Wyloo B-STRAT
Group I-STRAT
occupies O
the O
largest O
area O
on O
Wyloo B-LOCATION
and O
outcrops O
in O
a O
broad O
southeast O
trending O
belt O
through O
the O
centre O
of O
the O
map O
sheet O
. O

The O
Wyloo B-STRAT
Group I-STRAT
, O
which O
was O
deposited O
in O
the O
Ashburton B-LOCATION
Basin I-LOCATION
, O
consists O
of O
metamorphosed O
sedimentary B-ROCK
rocks I-ROCK
and O
volcanic B-ROCK
rocks I-ROCK
that O
show O
an O
increase O
in O
metamorphic O
grade O
and O
amount O
of O
granitoid B-ROCK
intrusion O
toward O
rocks O
of O
the O
Gascoyne B-STRAT
Complex I-STRAT
in O
the O
southwest O
of O
Wyloo B-LOCATION
. O

The O
Wyloo B-STRAT
Group I-STRAT
consists O
of O
the O
Beasley B-STRAT
River I-STRAT
Quartzite I-STRAT
, O
the O
Cheela B-STRAT
Springs I-STRAT
Basalt I-STRAT
, O
the O
Mount B-STRAT
McGrath I-STRAT
Formation I-STRAT
, O
the O
Duck B-STRAT
Creek I-STRAT
Dolomite I-STRAT
, O
the O
June B-STRAT
Hill I-STRAT
Volcanics I-STRAT
, O
and O
the O
Ashburton B-STRAT
Formation I-STRAT
. O

This O
succession O
includes O
metamorphosed O
sandstone B-ROCK
, O
siltstone B-ROCK
, O
mudstone B-ROCK
, O
conglomerate B-ROCK
, O
dolomite B-MINERAL
, O
and O
mafic O
and O
felsic B-ROCK
volcanic I-ROCK
rocks I-ROCK
. O

Lake B-LOCATION
Barlee I-LOCATION
was O
given O
fairly O
scant O
exploration O
in O
1971 O
by O
Asarco O
Australia B-LOCATION
Limited O
. O

This O
was O
in O
the O
most O
easterly O
arm O
of O
the O
playa O
lake O
with O
drainage O
off O
granite B-ROCK
and O
gneisses B-ROCK
to O
the O
south O
. O

Uranerz O
Australia B-LOCATION
Pty O
Ltd O
explored O
in O
the O
Lake B-LOCATION
Barlee I-LOCATION
area O
between O
1976 O
and O
1979 O
exploring O
for O
uranium B-ORE_DEPOSIT
in O
calcrete B-ROCK
and O
associated O
sediment O
but O
failed O
to O
find O
substantial O
areas O
of O
potential O
uranium B-ORE_DEPOSIT
mineralisation O
. O

Hill O
50 O
Consolidated O
NL O
explored O
the O
Lake B-LOCATION
Barlee I-LOCATION
area O
between O
1975 O
and O
1981 O
for O
uranium B-ORE_DEPOSIT
mineralisation O
in O
the O
second O
most O
easterly O
arm O
of O
Lake B-LOCATION
Barlee I-LOCATION
and O
found O
seams O
of O
strongly O
radio O
active O
rock O
. O

None O
of O
the O
above O
work O
was O
undertaken O
in O
the O
current O
tenement O
area O
of O
the O
Lake B-LOCATION
Barlee I-LOCATION
Project O
. O

The O
features O
explored O
at O
the O
time O
were O
found O
to O
be O
late O
stage O
granite B-ROCK
intrusions O
. O

Samples O
presented O
to O
the O
Geological O
Survey O
of O
Western B-LOCATION
Australia I-LOCATION
for O
inclusion O
in O
The O
Laterite B-ROCK
Geochemical O
Database O
for O
the O
Western O
Yilgarn B-LOCATION
Craton I-LOCATION
, O
Western B-LOCATION
Australia I-LOCATION
, O
were O
found O
to O
anomalous O
in O
rare B-MINERAL
earth I-MINERAL
elements I-MINERAL
, O
zinc B-MINERAL
, O
beryllium B-MINERAL
, O
lead B-MINERAL
and O
cobalt B-MINERAL
. O

Sampling O
the O
laterite B-ROCK
profile O
confirmed O
the O
presence O
of O
anomalous O
levels O
of O
the O
above O
, O
plus O
anomalous O
levels O
of O
barium O
, O
manganese B-MINERAL
, O
phosphorous O
, O
strontium O
, O
vanadium B-MINERAL
, O
potassium O
and O
sulphur B-MINERAL
. O

Ongoing O
research O
revealed O
additional O
information O
from O
the O
Department O
of O
Mines O
and O
Petroleum O
and O
other O
sources O
, O
including O
WAMEX O
and O
Geological O
Survey O
revealed O
data O
that O
widened O
the O
scope O
of O
exploration O
to O
include O
rare B-MINERAL
earth I-MINERAL
elements I-MINERAL
and O
potash O
. O

Attempts O
to O
keep O
sampling O
to O
colluvium O
nodules O
and O
pisoliths B-ROCK
had O
some O
success O
. O

The O
Barlee O
Central O
project O
is O
situated O
300 O
km O
NW O
of O
the O
regional O
centre O
of O
Kalgoorlie B-LOCATION
which O
has O
infrastructure O
serving O
operating O
gold B-MINERAL
mines O
. O

The O
Project O
is O
accessed O
by O
Goldfields O
Highway O
to O
Menzies B-LOCATION
which O
is O
130 O
kilometres O
north O
of O
Kalgoorlie B-LOCATION
, O
then O
by O
the O
MenziesEvanston O
Road O
and O
then O
the O
Lake B-LOCATION
Barlee I-LOCATION
Youanmi O
Road O
, O
a O
distance O
of O
250 O
kilometres O
from O
Menzies B-LOCATION
. O

Soil O
samples O
were O
taken O
showing O
anomalous O
rare B-MINERAL
earth I-MINERAL
, O
base B-ORE_DEPOSIT
metals I-ORE_DEPOSIT
and O
iron B-MINERAL
results O
. O

Anomalism O
from O
the O
radiometrics O
came O
from O
the O
granites B-ROCK
and O
gneisses B-ROCK
in O
the O
watershed O
area O
of O
the O
trunk O
valley O
. O

The O
Ternary O
Radiometric O
map O
shows O
areas O
of O
Potassium O
in O
the O
granitoids B-ROCK
and O
in O
the O
lake O
surface O
between O
0 O
and O
5 O
Potassium O
, O
this O
has O
been O
confirmed O
with O
the O
spectrometer O
. O

High O
sulphur O
occurs O
in O
the O
lake O
which O
is O
important O
to O
develop O
potassium B-MINERAL
sulphate I-MINERAL
. O

Some O
of O
the O
iron B-MINERAL
rich O
nodules O
and O
pisoliths B-ROCK
tested O
were O
anomalous O
for O
base B-ORE_DEPOSIT
metals I-ORE_DEPOSIT
, O
rare B-MINERAL
earths I-MINERAL
. O

Rare B-MINERAL
earths I-MINERAL
anomalies O
appear O
to O
also O
correspond O
with O
faulting O
probably O
with O
the O
intrusion O
of O
pegmatites B-ROCK
. O

Cobalt O
is O
generally O
associated O
with O
sulphide B-MINERAL
in O
greenstone B-STRAT
belts I-STRAT
and O
secondary O
manganese B-MINERAL
. O

The O
project O
lays O
some O
300 O
kilometres O
NW O
of O
Kalgoorlie B-LOCATION
. O

Alluvial O
and O
lacustrine B-ROCK
sediments I-ROCK
are O
present O
in O
the O
drainage O
system O
derived O
from O
a O
large O
catchment O
of O
Archaean B-TIMESCALE
Gneisses B-ROCK
and O
Granites B-ROCK
which O
are O
high O
in O
uranium B-ORE_DEPOSIT
, O
thorium O
and O
potassium O
. O

Exploration O
during O
the O
year O
consisted O
of O
a O
spectrometer O
surveys O
, O
geomorphological O
and O
geological O
reconnaissance O
surveys O
, O
surface O
laterite B-ROCK
and O
auger O
lake O
sampling O
over O
the O
tenement O
area O
by O
Derek O
Foster O
Associates O
Pty O
Ltd O
, O
Mining O
and O
Exploration O
Consultants O
. O

The O
granites B-ROCK
on O
the O
sides O
of O
the O
drainage O
system O
recorded O
radiometric O
counts O
as O
high O
as O
80,000 O
cpm O
total O
count O
which O
is O
up O
to O
8 O
times O
the O
average O
background O
count O
of O
10,000 O
cpm O
. O

An O
iron B-MINERAL
accumulation O
was O
adjacent O
to O
a O
granite B-ROCK
outcrop O
. O

Lake B-LOCATION
Barlee I-LOCATION
is O
a O
large O
playa O
lake O
that O
drains O
a O
large O
area O
of O
Archaean B-TIMESCALE
granite B-ROCK
gneiss I-ROCK
and O
greenstones B-ROCK
that O
lay O
host O
to O
a O
number O
of O
gold B-MINERAL
mines O
in O
the O
area O
. O

Uranium B-ORE_DEPOSIT
mineralisation O
has O
been O
discovered O
in O
a O
most O
easterly O
arm O
of O
Lake B-LOCATION
Barlee I-LOCATION
in O
playa O
lake O
sediments B-ROCK
consisting O
of O
red O
gypsum B-MINERAL
rich O
clays O
and O
calcrete B-ROCK
. O

Uranium B-ORE_DEPOSIT
mineralisation O
was O
also O
reported O
in O
the O
second O
most O
easterly O
arm O
of O
the O
lake O
in O
calcrete B-ROCK
. O

The O
Exploration O
Licence O
covers O
part O
of O
the O
drainage O
system O
on O
the O
middle O
of O
Lake B-LOCATION
Barlee I-LOCATION
, O
with O
drainage O
flowing O
northerly O
. O

The O
upper O
reaches O
of O
the O
valley O
are O
alluvial B-ROCK
sediments I-ROCK
and O
sands B-ROCK
derived O
from O
granite B-ROCK
, O
which O
grade O
into O
alluvial B-ROCK
sediment I-ROCK
and O
lacustrine O
sediments B-ROCK
. O

Aeolian O
sands O
cover O
large O
areas O
of O
the O
Lake B-LOCATION
Barlee I-LOCATION
water O
shed O
and O
are O
present O
as O
dune O
features O
in O
the O
lake O
. O

Magnetic O
features O
indicate O
some O
major O
east O
west O
cross O
cutting O
faults O
, O
as O
well O
as O
different O
later O
stage O
granite B-ROCK
intrusions O
which O
are O
also O
indicated O
from O
satellite O
imagery O
and O
radio O
metrics O
. O

Geology O
: O
The O
tenement O
is O
located O
in O
an O
area O
between O
the O
Mulgabbie O
and O
Kurnalpi O
Terrane O
to O
the O
east O
and O
the O
Gindalbie B-LOCATION
and O
Kalgoorlie B-LOCATION
Terranes I-LOCATION
to O
the O
west O
in O
the O
Archean B-TIMESCALE
Yilgarn B-LOCATION
Craton I-LOCATION
of O
Western B-LOCATION
Australia I-LOCATION
and O
includes O
extensive O
areas O
of O
the O
Mount B-STRAT
Belches I-STRAT
Formation I-STRAT
, O
a O
thick O
sequence O
of O
deep O
water O
sediments B-ROCK
. O

The O
tenement O
is O
located O
approximately O
85 O
km O
southeast O
of O
Kalgoorlie B-LOCATION
in O
the O
Bulong O
District O
. O

The O
project O
is O
situated O
on O
the O
Mount B-LOCATION
Monger I-LOCATION
Pastoral I-LOCATION
Lease I-LOCATION
directly O
south O
of O
the O
Randalls O
Timber O
Reserve O
, O
and O
is O
accessed O
via O
the O
Trans O
Access O
road O
and O
then O
south O
along O
the O
Randalls O
Mining O
District O
access O
road O
. O

This O
tenement O
is O
located O
approximately O
85 O
km O
southeast O
of O
Kalgoorlie B-LOCATION
in O
the O
Bulong B-LOCATION
District O
of O
the O
East B-LOCATION
Coolgardie I-LOCATION
Mineral I-LOCATION
Field I-LOCATION
. O

The O
tenement O
is O
located O
on O
the O
Bulong O
Anticline O
, O
of O
the O
Gindalbie O
domain O
, O
within O
the O
Kurnalpi O
Terrane O
in O
the O
Eastern B-LOCATION
Goldfields I-LOCATION
Superterrane O
of O
the O
Archaean B-TIMESCALE
Yilgarn B-LOCATION
Craton I-LOCATION
of O
Western B-LOCATION
Australia I-LOCATION
. O

This O
tenement O
is O
situated O
predominantly O
in O
the O
western O
domain O
of O
the O
Archaean B-TIMESCALE
Kurnalpi O
Terrane O
and O
includes O
the O
Mount B-STRAT
Belches I-STRAT
Formation I-STRAT
, O
a O
thick O
sequence O
of O
deep O
water O
sediments B-ROCK
. O

These O
holes O
were O
drilled O
as O
part O
of O
a O
larger O
drilling O
program O
targeting O
the O
intensely O
folded O
and O
demagnetized O
Maxwell O
BIF B-ROCK
at O
Mount B-LOCATION
Mongers I-LOCATION
Jaw I-LOCATION
Prospect O
. O

The O
drilling O
targeted O
an O
interpreted O
BIF B-ROCK
from O
the O
regional O
aeromagnetics O
. O

Within O
the O
Mount B-STRAT
Belches I-STRAT
Formation I-STRAT
economic O
mineralisation O
is O
localized O
at O
anticlinal O
fold O
closures O
within O
the O
BIF B-ROCK
. O

The O
gold B-MINERAL
was O
analysed O
by O
aqua O
regia O
digest O
with O
solvent O
extraction O
and O
a O
graphite O
furnace O
atomic O
absorption O
spectrometry O
Greater O
Randalls O
Project O
E25 O
/ O
323 O
. O

The O
aircore O
failed O
to O
intercept O
anomalous O
gold B-MINERAL
with O
a O
peak O
value O
of O
26 O
ppb O
Au O
returned O
. O

Economic O
mineralization O
within O
the O
Mount B-STRAT
Belches I-STRAT
Formation I-STRAT
is O
localized O
at O
anticlinal O
fold O
closures O
within O
the O
BIF B-ROCK
, O
which O
are O
readily O
observed O
in O
the O
aeromagnetics O
. O

A O
revised O
geological O
framework O
for O
the O
Yilgarn B-LOCATION
Craton I-LOCATION
, O
Western B-LOCATION
Australia I-LOCATION
. O

Archaean B-TIMESCALE
turbidites B-ROCK
and O
banded O
ironstones B-ROCK
. O

Belches I-LOCATION
area I-LOCATION
of O
Western B-LOCATION
Australia I-LOCATION
. O

2004 O
, O
Gold B-MINERAL
mineralization O
in O
the O
Edjudina B-LOCATION
Kanowna I-LOCATION
region I-LOCATION
, O
Eastern B-LOCATION
Goldfields I-LOCATION
, O
Western B-LOCATION
Australia I-LOCATION
. O

Tectono O
stratigraphy O
of O
late O
Archaean B-TIMESCALE
greenstone B-ROCK
terranes O
in O
the O
southern O
Eastern B-LOCATION
Goldfields I-LOCATION
, O
Western B-LOCATION
Australia I-LOCATION
, O
Precambrian O
Research O
, O
vol O
. O

Tenement O
E25 O
/ O
323 O
is O
underlain O
by O
the O
Mount B-STRAT
Belches I-STRAT
Formation I-STRAT
Roberts O
et O
al O
. O

The O
Mount B-STRAT
Belches I-STRAT
greywacke I-STRAT
is O
bounded O
by O
the O
Mount B-LOCATION
Monger I-LOCATION
Fault I-LOCATION
and O
the O
Randall O
fault O
locally O
known O
as O
the O
Bare O
Hill O
Shear O
in O
the O
west O
and O
the O
Avoca O
Shear O
in O
the O
east O
. O

The O
Randalls O
fault O
is O
interpreted O
as O
a O
folded O
D1 O
structure O
across O
which O
mafic O
and O
ultramafic B-ROCK
rocks I-ROCK
of O
the O
Kalgoorlie B-LOCATION
terrane I-LOCATION
were O
thrust O
over O
felsic B-ROCK
volcanic I-ROCK
rocks I-ROCK
of O
the O
Gindalbie B-LOCATION
Terrane I-LOCATION
. O

The O
Mount B-STRAT
Belches I-STRAT
Formation I-STRAT
is O
a O
thick O
sequence O
of O
metamorphosed O
, O
mainly O
clastic B-ROCK
sedimentary I-ROCK
rocks I-ROCK
, O
consisting O
of O
deep O
water O
submarine O
fan O
, O
flysch B-ROCK
facies I-ROCK
, O
and O
turbidites B-ROCK
, O
comprised O
of O
graded O
feldspathic B-ROCK
sandstone I-ROCK
and O
laminated O
siltstone B-ROCK
and O
minor O
banded B-ROCK
iron I-ROCK
formations I-ROCK
BIF B-ROCK
. O

It O
has O
been O
described O
as O
a O
turbidite B-ROCK
sequence O
Dunbar O
and O
McCall O
, O
1971 O
. O

Economic O
mineralization O
is O
localized O
at O
anticlinal O
fold O
closures O
within O
the O
BIF B-ROCK
. O

Metamorphosed O
polymictic B-ROCK
conglomerate I-ROCK
in O
the O
northern O
part O
of O
the O
sequence O
indicates O
a O
provenance O
to O
the O
north O
. O

Lithologies O
on O
E25 O
/ O
323 O
are O
largely O
obscured O
by O
extensive O
playa O
salt O
lakes O
systems O
, O
gypsum B-MINERAL
sand B-ROCK
dunes O
, O
and O
aeolian B-ROCK
sand I-ROCK
dunes O
. O

The O
project O
lies O
within O
the O
Kurnalpi B-LOCATION
Terrane I-LOCATION
in O
the O
Eastern I-LOCATION
Goldfields I-LOCATION
Superterrane I-LOCATION
of O
the O
Archaean B-TIMESCALE
Yilgarn B-LOCATION
Craton I-LOCATION
of O
Western B-LOCATION
Australia I-LOCATION
Figure O
3 O
. O

The O
tenement O
is O
situated O
predominantly O
within O
the O
western O
domain O
of O
the O
Archaean B-TIMESCALE
Kurnalpi B-LOCATION
terrane I-LOCATION
. O

The O
Kurnalpi B-LOCATION
terrane I-LOCATION
consists O
of O
three O
fault O
bounded O
domains O
: O
the O
Jubilee O
, O
Steeple O
Hill O
, O
and O
Mulgabbie O
domains O
Swager O
, O
1997 O
. O

Tenement O
E25 O
/ O
323 O
is O
located O
in O
an O
area O
which O
includes O
extensive O
areas O
of O
the O
Mount B-STRAT
Belches I-STRAT
Formation I-STRAT
, O
a O
thick O
sequence O
of O
deep O
water O
sediments B-ROCK
, O
which O
may O
overly O
the O
western O
flank O
of O
the O
Jubilee B-LOCATION
domain O
Figure O
4 O
. O

The O
regional O
stratigraphy O
comprises O
a O
sequence O
of O
a O
lower O
basaltic B-ROCK
unit O
, O
which O
includes O
komatiites B-ROCK
in O
the O
upper O
portion O
, O
which O
is O
separated O
by O
a O
distinct O
komatiite B-ROCK
unit O
that O
is O
used O
as O
a O
Greater O
Randalls O
Project O
. O

This O
is O
overlain O
by O
a O
heterogeneous O
sequence O
of O
mafic B-ROCK
and I-ROCK
felsic I-ROCK
volcanic I-ROCK
rocks I-ROCK
and O
volcaniclastic B-ROCK
rocks I-ROCK
, O
with O
minor O
banded B-ROCK
iron I-ROCK
formations I-ROCK
located O
in O
the O
upper O
portion O
of O
the O
volcaniclastic B-ROCK
sequence I-ROCK
Roberts O
et O
al O
. O

An O
unknown O
program O
of O
laterite B-ROCK
sampling O
was O
completed O
over O
four O
widely O
spaced O
traverses O
. O

Based O
on O
field O
observations O
of O
the O
regolith B-ROCK
materials O
it O
is O
unlikely O
that O
surface O
sampling O
techniques O
would O
be O
effective O
in O
detecting O
gold B-MINERAL
mineralisation O
as O
the O
majority O
of O
the O
area O
is O
covered O
by O
transported O
collivum O
, O
with O
the O
remainder O
of O
the O
area O
mostly O
covered O
by O
deeply O
weathered O
low O
iron B-MINERAL
sedimentary B-ROCK
rocks I-ROCK
which O
would O
be O
strongly O
depleted O
in O
the O
near O
surface O
. O

Two O
isolated O
anomalies O
have O
been O
identified O
on O
the O
western O
side O
of O
P57 O
/ O
1070 O
The O
one O
anomaly O
centred O
739227E,6966300N O
comprised O
two O
adjacent O
laterite B-ROCK
samples O
returning O
12,16 O
ppb O
respectively O
approximately O
4 O
times O
background O
with O
a O
tail O
to O
the O
east O
was O
collected O
on O
an O
outcrop O
of O
weathered O
sediment O
. O

The O
collar O
positions O
are O
collar O
coded O
with O
maximum O
gold B-MINERAL
in O
hole O
and O
annotated O
with O
total O
depth O
. O

The O
majority O
of O
the O
drilling O
completed O
on O
the O
project O
has O
been O
RAB O
drilling O
for O
gold B-MINERAL
exploration O
with O
one O
air O
core O
traverse O
on O
P57 O
/ O
1070 O
drilled O
to O
test O
VTEM O
conductors O
. O

It O
is O
of O
note O
that O
the O
air O
core O
holes O
are O
approximately O
twice O
the O
depth O
of O
the O
RAB O
holes O
and O
at O
80 O
m O
to O
90 O
metres O
most O
of O
the O
aircore O
holes O
were O
still O
in O
lower O
saprolite B-ROCK
clays O
suggesting O
the O
majority O
of O
the O
RAB O
holes O
failed O
to O
test O
fresh O
bedrock O
which O
is O
supported O
by O
limited O
field O
checking O
of O
the O
spoil O
piles O
. O

No O
significant O
gold B-MINERAL
anomalies O
have O
been O
detected O
in O
the O
drilling O
to O
date O
, O
which O
may O
well O
be O
a O
function O
of O
the O
depth O
of O
testing O
. O

The O
aircore O
traverse O
testing O
the O
VTEM O
anomaly O
failed O
to O
intersect O
and O
significant O
nickel O
results O
, O
though O
one O
four O
metre O
composite O
sample O
in O
LTHA068 O
returned O
1140 O
ppm O
Cu O
from O
40 O
m O
within O
saprolite B-ROCK
clays O
. O

Previous O
Drilling O
showing O
hole O
depth O
and O
colour O
coded O
for O
maximum O
gold B-MINERAL
in O
hole O
5 O
. O

The O
review O
has O
highlighted O
an O
area O
on O
P57 O
/ O
1070 O
which O
has O
an O
overlapping O
laterite B-ROCK
anomaly O
and O
not O
adequately O
explained O
VTEM O
anomaly O
which O
required O
follow O
up O
testing O
. O

The O
area O
has O
been O
held O
under O
various O
tenure O
and O
joint O
ventures O
since O
the O
mid O
1970s O
with O
exploration O
activities O
focused O
on O
gold B-MINERAL
, O
base B-ORE_DEPOSIT
metal I-ORE_DEPOSIT
and O
nickel B-MINERAL
sulphide I-MINERAL
mineralisation O
. O

Work O
completed O
over O
the O
current O
tenure O
included O
initial O
ironstone B-ROCK
sampling O
for O
base B-ORE_DEPOSIT
metals I-ORE_DEPOSIT
which O
returned O
anomalous O
copper B-MINERAL
results O
450 O
to O
700 O
ppm O
. O

One O
follow O
up O
hole O
was O
drilled O
in O
the O
area O
, O
the O
location O
is O
not O
clear O
, O
and O
intersected O
a O
thick O
sequence O
of O
carbonaceous O
shales B-ROCK
with O
minor O
pyrite B-MINERAL
. O

The O
report O
concluded O
the O
rocks O
were O
to O
distal O
from O
volcanic B-ROCK
sources O
to O
be O
prospective O
for O
base B-ORE_DEPOSIT
metal I-ORE_DEPOSIT
mineralisation O
and O
the O
tenure O
was O
surrendered O
I5876 O
Gidgee B-LOCATION
gold B-MINERAL
Project O
E57 O
/ O
42 O
Cyprus O
Minerals O
Australia B-LOCATION
, O
ARIMCO O
1992 O
. O

Samples O
analysed O
for O
gold B-MINERAL
by O
BLEG O
44 O
bedrock O
interface O
samples O
on O
two O
lines O
at O
50 O
m O
drill O
spacing O
analysed O
for O
gold B-MINERAL
and O
Arsenic O
79 O
RAB O
holes O
CB O
series O
for O
1546 O
m O
on O
lines O
800 O
m O
apart O
with O
holes O
80 O
m O
apart O
. O

four O
metre O
composite O
samples O
analysed O
for O
gold B-MINERAL
, O
with O
the O
bottom O
of O
hole O
sample O
also O
analysed O
for O
Cu O
, O
As O
, O
Ni O
, O
Pb O
, O
Cr O
, O
Ti O
, O
Zr O
, O
Zn O
. O

The O
joint O
venture O
explored O
parts O
of O
the O
current O
tenure O
principally O
of O
gold B-MINERAL
mineralisation O
Work O
included O
Pissolite O
sampling O
and O
analysis O
of O
Au O
As O
, O
W O
Soil O
and O
BLEG O
sampling O
for O
Au O
and O
As O
RAB O
drill O
testing O
Petrology O
studies O
Initial O
results O
of O
the O
pissolite O
sampling O
were O
encouraging O
identifying O
broad O
anomalies O
. O

Petrological O
descriptions O
showed O
the O
area O
was O
mostly O
sediments B-ROCK
with O
high O
MgO O
basalts B-ROCK
I9021 O
Youno O
Downs O
South O
Project O
Joint O
Venture O
, O
Pancon O
Mining O
Pty O
Goldfields B-LOCATION
Exploration O
Limited O
1993 O
to O
1995 O
Work O
completed O
over O
the O
area O
of O
the O
current O
tenure O
included O
: O
Aeromagnetic O
interpretation O
along O
the O
Gidgee O
Shear O
15 O
RAB O
holes O
YWTR001 O
, O
15 O
for O
639 O
m O
, O
average O
depth O
42 O
m O
, O
168 O
samples O
. O

The O
principal O
commodity O
sought O
was O
gold B-MINERAL
. O

The O
project O
is O
located O
on O
the O
Gidgee B-LOCATION
Pastoral I-LOCATION
Station I-LOCATION
. O

The O
project O
area O
lies O
within O
the O
Gum O
Creek O
Greenstone B-STRAT
Belt I-STRAT
, O
of O
Archaean B-TIMESCALE
age O
within O
the O
Yilgarn B-LOCATION
Craton I-LOCATION
of O
Western B-LOCATION
Australia I-LOCATION
, O
located O
approximately O
600 O
km O
north O
east O
of O
Perth B-LOCATION
. O

It O
is O
surrounded O
by O
intrusive O
granitiods B-ROCK
which O
contain O
rafts O
of O
greenstones B-ROCK
and O
Banded B-ROCK
Iron I-ROCK
Formations I-ROCK
. O

The O
lower O
most O
unit O
comprises O
a O
sequence O
of O
interbedded O
Banded B-ROCK
Iron I-ROCK
Formations I-ROCK
, O
mafic O
and O
ultramafic O
volcanics B-ROCK
overlain O
by O
ferruginous O
shales B-ROCK
, O
shales B-ROCK
and O
thin O
cherts B-ROCK
. O

On O
the O
western O
margin O
of O
the O
belt O
the O
unit O
has O
been O
partially O
stoped O
out O
by O
granite B-ROCK
. O

The O
central O
unit O
consists O
of O
a O
sequence O
of O
basalts B-ROCK
, O
broadly O
contemporaneous O
dolerites B-ROCK
, O
sediments B-ROCK
with O
minor O
felsic B-ROCK
volcanics I-ROCK
, O
ultramafic B-ROCK
volcanics I-ROCK
. O

The O
felsic B-ROCK
volcanics I-ROCK
comprise O
quartz B-MINERAL
sericite I-MINERAL
to O
biotitic B-ROCK
quartz I-ROCK
schists I-ROCK
, O
rhyolitic B-ROCK
to O
andesitic B-ROCK
fragmentals O
and O
sulphidic B-ROCK
shales I-ROCK
. O

The O
unit O
has O
been O
intruded O
by O
differentiated O
gabbro B-ROCK
units O
ranging O
in O
composition O
from O
ultra O
basic O
to O
pyroxenite B-MINERAL
. O

The O
largest O
volume O
of O
gabbros B-ROCK
is O
in O
the O
central O
part O
of O
the O
belt O
and O
become O
less O
common O
on O
the O
extremities O
The O
upper O
most O
unit O
consist O
of O
shales B-ROCK
, O
black B-ROCK
shales I-ROCK
, O
siltstones B-ROCK
, O
felspathic B-ROCK
arenites I-ROCK
, O
and O
conglomerates B-ROCK
. O

Later O
granite B-ORE_DEPOSIT
intrudes O
along O
the O
length O
of O
the O
belt O
. O

They O
are O
generally O
unfoliated O
medium O
grained O
monzonite B-ROCK
in O
composition O
. O

The O
belt O
has O
been O
cut O
by O
east O
west O
striking O
Proterozoic B-TIMESCALE
dykes O
The O
whole O
sequence O
has O
been O
folded O
about O
tight O
NNE O
axes O
producing O
two O
main O
synclines O
containing O
the O
upper O
sedimentary O
units O
separated O
by O
a O
narrow O
anticline O
of O
central O
basalts B-ROCK
. O

The O
anticline O
contains O
the O
majority O
of O
the O
gold B-MINERAL
mineralisation O
in O
the O
Gidgee O
Belt O
. O

Areas O
of O
greenstones B-ROCK
close O
to O
the O
margins O
can O
rise O
to O
amphibolites B-ROCK
facies I-ROCK
Over O
one O
1 O
million O
ounces O
of O
gold B-MINERAL
has O
been O
recovered O
for O
the O
belts O
from O
approximately O
40 O
open O
pits O
and O
underground O
mine O
mines O
. O

The O
principal O
producing O
areas O
are O
Gidgee B-LOCATION
, O
Montague B-LOCATION
and O
Wilsons B-LOCATION
. O

Four O
main O
styles O
of O
gold B-MINERAL
mineralisation O
are O
recognised O
: O
Quartz B-MINERAL
carbonates I-MINERAL
pyrite I-MINERAL
veining O
in O
mafic B-ROCK
rocks I-ROCK
along O
or O
marginal O
to O
major O
remobilised O
north O
south O
shear O
zones O
i O
. O

Gold B-MINERAL
occurs O
in O
steeply O
plunging O
shoots O
, O
in O
strongly O
silica B-MINERAL
biotite B-MINERAL
sericite B-MINERAL
altered O
shear O
zones O
i O
. O

Wilsons B-LOCATION
Quartz B-MINERAL
veining O
or O
adjacent O
to O
granites B-ROCK
close O
to O
major O
north O
south O
shears O
. O

Montague B-LOCATION
2011 O
Gidgee B-LOCATION
Gum O
Creek O
Combined O
Annual O
Technical O
